Brand,Model,Body,Mileage,EngineV,Engine Type,Registration,Year,Price
BMW,745,sedan,221,4.5,Petrol,yes,2002,8999
Volkswagen,T4 (Transporter),van,244,2.5,Diesel,yes,2001,8700
Toyota,Rav 4,crossover,44,2,Petrol,yes,2013,19800
Volkswagen,Polo,sedan,51,1.6,Petrol,yes,2013,9000
Volkswagen,Passat B7,vagon,58,2,Diesel,yes,2013,21000
Audi,A4,vagon,275,2.5,Diesel,no,1998,2100
Mercedes-Benz,Vito,van,400,2.3,Diesel,yes,1998,5000
Toyota,Corolla,other,90,1.6,Other,yes,2008,9500
Volkswagen,Multivan,van,167,2,Diesel,yes,2013,34500
Mercedes-Benz,S 350,other,22,3,Diesel,yes,2015,NA
Toyota,Auris,hatch,98,1.6,Gas,yes,2008,9800
Audi,A4,sedan,293,1.8,Gas,yes,2004,10399
Mercedes-Benz,CLA 220,sedan,38,2.2,Diesel,yes,2014,42000
Audi,A1,hatch,60,1.2,Petrol,yes,2011,14500
Toyota,Corolla,sedan,0,1.3,Petrol,yes,2015,13621.43
BMW,530,sedan,250,3,Diesel,no,2000,3300
Volkswagen,Passat B8,vagon,0,2,Petrol,yes,2016,34899.14
Mercedes-Benz,Vito,van,180,2.3,Diesel,yes,1998,4500
Volkswagen,Golf III,vagon,280,1.9,Diesel,yes,1996,1800
Mitsubishi,Outlander XL,crossover,140,2.4,Gas,yes,2007,12999
Volkswagen,T5 (Transporter),van,240,1.9,Diesel,yes,2003,8800
Audi,Q7,crossover,152,4.2,Petrol,yes,2007,22000
Mercedes-Benz,GLE-Class,crossover,0,3,Diesel,yes,2016,NA
Mercedes-Benz,S 400,other,0,3,Petrol,yes,2016,159999
Toyota,Highlander,crossover,40,3.5,Petrol,yes,2013,35555
Volkswagen,Passat B5,sedan,330,1.9,Petrol,no,1999,2600
Volkswagen,Polo,sedan,1,1.6,Petrol,yes,2014,11818.95
Renault,Trafic,van,207,1.9,Diesel,yes,2003,8000
Audi,Q5,crossover,0,2,Diesel,yes,2016,52055.25
Audi,A4,other,182,2.5,Diesel,no,2002,5300
Renault,Kangoo,van,123,1.9,Diesel,yes,2004,1800
Volkswagen,Caddy,van,216,1.9,Diesel,yes,2005,8500
Mercedes-Benz,G 500,crossover,30,5,Petrol,yes,2013,99999
Toyota,Land Cruiser Prado,crossover,233,4,Gas,yes,2006,23000
Audi,A4,sedan,131,2,Petrol,yes,2007,11900
Mercedes-Benz,C-Class,sedan,200,2.6,Gas,yes,2001,6999
Toyota,Camry,sedan,345,3,Gas,yes,2005,9999
Audi,A6 Allroad,vagon,200,2.7,Petrol,yes,2003,8999
Renault,Trafic,other,206,2,Diesel,yes,2008,10800
Mercedes-Benz,E-Class,other,230,2.8,Petrol,yes,1980,7777
Mercedes-Benz,Vito,van,200,2.2,Diesel,yes,2010,11500
Mitsubishi,Galant,sedan,420,1.8,Petrol,yes,1991,2300
Audi,A6,vagon,310,2.5,Other,no,1998,2000
Volkswagen,Tiguan,crossover,1,2,Petrol,yes,2016,28900
Mercedes-Benz,E-Class,sedan,285,3,Diesel,yes,1999,7700
Renault,Captur,crossover,0,1.5,Diesel,yes,2016,20996.24
Toyota,Corolla,sedan,126,1.6,Petrol,yes,2008,8600
Toyota,Avensis,sedan,156,1.8,Petrol,yes,2008,11000
Volkswagen,Passat B6,sedan,260,3.2,Petrol,yes,2006,11200
BMW,530,sedan,270,3,Diesel,yes,2000,5000
BMW,520,vagon,221,2,Diesel,yes,2008,14900
Mercedes-Benz,Sprinter 312,other,280,2.9,Diesel,yes,1998,9500
Volkswagen,Passat B5,sedan,220,2.8,Petrol,yes,2004,7700
Toyota,Camry,sedan,155,NA,Petrol,yes,2006,14699
Toyota,Camry,sedan,88,2.5,Petrol,yes,2012,21900
BMW,X6,crossover,1,3,Petrol,yes,2016,77500
Mercedes-Benz,Vito,other,245,2.2,Diesel,yes,2004,8000
Mercedes-Benz,Vito,van,396,2.2,Diesel,no,2000,2199
Mercedes-Benz,S 63 AMG,sedan,95,6.3,Petrol,yes,2011,41900
Mitsubishi,Lancer,sedan,158,NA,Other,yes,2007,9000
Mercedes-Benz,E-Class,sedan,198,1.8,Gas,yes,2011,20300
Toyota,Camry,sedan,71,2.4,Petrol,yes,2008,14300
Mercedes-Benz,GL 350,crossover,70,3,Diesel,yes,2013,83000
BMW,520,sedan,311,2,Gas,yes,1998,6500
Mercedes-Benz,Vito,van,281,2.2,Diesel,yes,2004,8500
Renault,Megane,vagon,181,1.5,Diesel,no,2010,5400
Toyota,Land Cruiser Prado,crossover,238,4,Gas,yes,2004,16800
Toyota,Rav 4,crossover,34,2,Petrol,yes,2012,22900
Mercedes-Benz,ML 320,crossover,143,3.2,Diesel,yes,2007,21300
BMW,325,other,90,2.5,Petrol,yes,2008,16999
Volkswagen,Passat B7,sedan,110,1.8,Petrol,yes,2011,15700
Mercedes-Benz,Vito,van,244,2.2,Diesel,yes,2000,5300
Mercedes-Benz,S 350,sedan,280,3.7,Petrol,yes,2004,16500
BMW,316,sedan,250,1.9,Petrol,yes,2001,8999
Toyota,Auris,hatch,51,1.6,Petrol,yes,2013,14850
BMW,X1,vagon,112,3,Petrol,yes,2011,24100
BMW,X5,crossover,1,2,Diesel,yes,2016,66500
BMW,X5,crossover,195,4.8,Petrol,yes,2007,24500
Toyota,Land Cruiser Prado,crossover,174,4,Gas,yes,2008,23499
Volkswagen,Passat B6,vagon,229,2,Diesel,yes,2009,14500
Renault,Logan,vagon,0,1.5,Diesel,yes,2016,13300.95
Audi,80,sedan,150,1.8,Petrol,yes,1985,1852.5
Mitsubishi,Lancer X,sedan,180,20,Petrol,yes,2007,8777
BMW,523,sedan,245,2.2,Petrol,yes,2002,8500
BMW,X5 M,crossover,4,4.4,Petrol,yes,2016,NA
Mercedes-Benz,E-Class,sedan,146,1.8,Gas,yes,2012,21500
Volkswagen,Passat B6,sedan,174,2,Petrol,yes,2005,10000
Mercedes-Benz,230,other,356,2.3,Petrol,yes,1991,4500
Volkswagen,T6 (Transporter),van,166,2,Diesel,yes,2011,21900
Mercedes-Benz,V 250,van,0,2.2,Diesel,yes,2016,102800
Renault,Kangoo,van,70,1.5,Diesel,yes,2014,7750
Volkswagen,Caddy,van,253,1.9,Diesel,yes,2010,9750
Toyota,Corolla,sedan,82,NA,Petrol,yes,2010,10500
Renault,Laguna,vagon,150,1.9,Diesel,no,2003,3100
BMW,318,sedan,200,1.8,Gas,no,1994,1900
BMW,530,sedan,217,3,Diesel,yes,2005,14300
Renault,Kangoo,van,1,1.5,Diesel,yes,2003,4300
Audi,Q7,crossover,127,3,Diesel,no,2013,17000
Toyota,Rav 4,crossover,35,2,Petrol,yes,2009,17999
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,99000
Audi,A3,hatch,114,1.6,Petrol,no,2001,3100
Mitsubishi,Lancer X,sedan,113,1.5,Petrol,yes,2007,6999
Toyota,Camry,sedan,102,3.5,Gas,yes,2008,13900
Mercedes-Benz,GL 350,crossover,68,3,Diesel,yes,2014,68500
Mercedes-Benz,Vito,van,148,2.2,Diesel,yes,2010,11800
Mercedes-Benz,G 350,crossover,39,3,Diesel,yes,2015,115555
Audi,A8,sedan,210,4.2,Petrol,yes,2009,21000
Mercedes-Benz,A 170,vagon,220,1.7,Other,no,2001,3150
Volkswagen,Caddy,van,158,1.6,Diesel,yes,2012,NA
Audi,A4,vagon,300,1.8,Petrol,no,1999,1950
Mitsubishi,Pajero Sport,crossover,120,2.5,Diesel,yes,2007,12500
Mitsubishi,L 400,van,258,NA,Diesel,yes,1999,5999
Volkswagen,Passat B5,sedan,232,1.9,Diesel,no,2001,3100
Toyota,Land Cruiser 100,crossover,252,4.2,Diesel,yes,2002,19800
Audi,A6,sedan,236,2.5,Diesel,no,2003,4200
Audi,A4,vagon,230,1.9,Diesel,no,2000,2100
BMW,530,vagon,162,3,Diesel,yes,2012,32500
Audi,A6,vagon,180,2,Diesel,yes,2007,15500
Mercedes-Benz,E-Class,sedan,224,2.6,Gas,yes,2003,11500
Audi,80,sedan,265,1.8,Petrol,yes,1988,3000
BMW,528,sedan,200,2.8,Petrol,no,1997,4550
BMW,545,sedan,134,4.4,Petrol,yes,2005,18777
Audi,Q7,crossover,172,3.6,Petrol,yes,2007,19700
Renault,Megane,vagon,180,1.5,Diesel,yes,2011,10950
Volkswagen,Caddy,other,128,1.9,Diesel,yes,2010,9600
Renault,Sandero,hatch,96,1.4,Petrol,yes,2010,6700
Audi,80,sedan,240,1.6,Other,yes,1987,2411
BMW,X1,crossover,74,2,Petrol,yes,2010,23500
Volkswagen,Passat B6,sedan,59,2,Petrol,no,2010,9000
Volkswagen,Passat CC,sedan,0,2,Diesel,yes,2014,38764
Volkswagen,T4 (Transporter) ,van,380,2.4,Diesel,yes,1999,5500
Mercedes-Benz,E-Class,sedan,150,2.2,Diesel,yes,2004,11800
Toyota,Land Cruiser Prado,crossover,43,3,Other,yes,2014,52500
Audi,A6,sedan,80,2,Petrol,yes,2013,31500
Volkswagen,Amarok,other,161,2,Diesel,yes,2011,22800
BMW,325,other,130,2.5,Petrol,yes,2006,21000
Mercedes-Benz,E-Class,sedan,172,2.8,Petrol,yes,1997,9200
Mercedes-Benz,E-Class,sedan,320,2.7,Diesel,yes,2001,9900
Volkswagen,Jetta,sedan,265,1.8,Petrol,yes,1988,1500
BMW,750,sedan,386,5,Gas,yes,1988,2850
Volkswagen,Eos,other,48,2,Diesel,yes,2012,19999
BMW,728,sedan,338,NA,Petrol,yes,1997,7000
Volkswagen,Golf VI,other,159,1.4,Petrol,yes,2010,11250
Mitsubishi,Pajero Sport,crossover,0,2.4,Diesel,yes,2016,46000
Volkswagen,T5 (Transporter) ,van,1,2.2,Diesel,yes,2013,18300
BMW,520,sedan,2,2,Petrol,yes,2016,42900
BMW,X5,crossover,256,3,Diesel,yes,2006,18400
BMW,318,sedan,121,2,Petrol,yes,2007,12900
Toyota,Land Cruiser 200,crossover,126,4.7,Petrol,yes,2008,37600
BMW,520,sedan,5,2,Petrol,yes,2016,46000
Volkswagen,Caddy,other,650,1.9,Diesel,yes,1999,3200
BMW,520,vagon,377,2,Gas,yes,1998,6500
Volkswagen,Multivan,van,53,2,Diesel,yes,2013,55555
Mitsubishi,Lancer,sedan,190,1.6,Gas,yes,2007,6900
Mercedes-Benz,ML 63 AMG,crossover,16,5.5,Petrol,yes,2015,104000
Mitsubishi,Space Star,van,200,1.6,Petrol,yes,2003,5200
Mitsubishi,Lancer,sedan,147,2,Petrol,yes,2007,8400
Volkswagen,Golf III,hatch,200,1.8,Gas,no,1992,1450
Volkswagen,T5 (Transporter) ,other,103,2,Diesel,yes,2013,13700
Toyota,Avensis,sedan,45,1.8,Petrol,yes,2014,18950
Mercedes-Benz,Sprinter 313,other,247,2.2,Diesel,yes,2012,13000
Mitsubishi,Outlander,crossover,67,2,Gas,yes,2013,19800
Mercedes-Benz,E-Class,sedan,213,2.2,Diesel,yes,2012,22500
BMW,760,sedan,190,6,Petrol,yes,2004,19500
Volkswagen,Passat B6,other,67,1.8,Other,yes,2008,NA
Mercedes-Benz,E-Class,sedan,300,3.2,Diesel,no,2004,6100
Volkswagen,Passat B7,sedan,109,1.8,Petrol,yes,2012,19000
Mercedes-Benz,Vito,van,350,2.2,Diesel,yes,2000,3799
BMW,525,sedan,250,2.5,Diesel,yes,2001,8900
Volkswagen,T5 (Transporter),van,350,1.9,Diesel,yes,2004,8000
BMW,330,sedan,300,3,Diesel,yes,2000,4500
Volkswagen,LT,van,10,2.4,Diesel,yes,1988,2600
Mercedes-Benz,B-Class Electric Drive,hatch,2,NA,Other,yes,2015,31669
BMW,525,sedan,240,2.5,Diesel,no,2002,4300
Mercedes-Benz,GL 350,crossover,69,3,Diesel,yes,2014,82555
BMW,I3,vagon,15,NA,Other,yes,2015,31000
Renault,Master,other,214,2.5,Diesel,yes,2008,10000
Audi,Q7,crossover,44,3,Diesel,yes,2014,56000
BMW,730,sedan,259,3,Diesel,yes,2007,21700
BMW,X6 M,crossover,17,4.4,Petrol,yes,2015,89999
Mitsubishi,Lancer X,sedan,92,2,Petrol,yes,2010,9200
Audi,A6,sedan,167,3,Petrol,yes,2009,21700
Mercedes-Benz,ML 550,crossover,149,5.46,Petrol,yes,2009,27300
Volkswagen,T5 (Transporter),van,132,2.5,Diesel,yes,2009,15200
Volkswagen,Caddy,van,86,1.2,Petrol,yes,2013,9800
Mercedes-Benz,E-Class,vagon,178,3,Diesel,yes,2006,14500
Renault,Megane,vagon,120,1.5,Diesel,yes,2008,7800
Mercedes-Benz,E-Class,sedan,210,2.2,Diesel,yes,2006,15250
Audi,A6,sedan,196,2.4,Petrol,yes,2005,13500
Audi,Q7,other,150,4.2,Petrol,yes,2007,23333
Mercedes-Benz,CLC 180,other,90,1.8,Petrol,yes,2008,18800
Mitsubishi,Lancer,sedan,193,1.6,Petrol,yes,2005,6700
Toyota,Rav 4,crossover,212,2,Gas,yes,2003,8200
Volkswagen,Passat B4,sedan,210,1.8,Petrol,no,1998,1650
Audi,Q7,crossover,44,3,Diesel,yes,2013,49500
Volkswagen,Jetta,sedan,48,2,Petrol,yes,2013,22900
Volkswagen,Caddy,hatch,110,1.9,Diesel,yes,2008,10300
Toyota,Camry,sedan,175,2.4,Petrol,yes,2007,12500
Mitsubishi,Lancer,sedan,170,1.6,Petrol,yes,2004,6800
BMW,318,sedan,1,1.5,Petrol,yes,2015,33500
Toyota,Auris,vagon,0,1.6,Petrol,yes,2016,20711.25
Volkswagen,Passat B4,sedan,220,2,Gas,no,1995,1499
Volkswagen,Golf GTI,hatch,56,2,Petrol,yes,2012,18900
BMW,X5,crossover,1,2,Diesel,yes,2016,67500
BMW,X1,crossover,7,2,Diesel,yes,2015,52000
Volkswagen,T5 (Transporter),van,250,2,Diesel,yes,2010,17777
Toyota,FJ Cruiser,vagon,73,4,Gas,yes,2009,33333
Mercedes-Benz,E-Class,sedan,390,2.3,Gas,yes,1985,3200
Audi,Q7,crossover,0,3,Diesel,yes,2015,88888
Renault,Trafic,other,208,1.9,Other,yes,2004,7450
Mercedes-Benz,GL 450,crossover,95,4.7,Petrol,yes,2010,31990
BMW,530,sedan,263,3,Petrol,yes,2004,14200
Renault,Scenic,vagon,202,1.5,Diesel,yes,2005,6300
Renault,Kangoo,van,188,1.5,Diesel,yes,2004,4350
Renault,Megane,vagon,155,1.5,Diesel,yes,2012,11100
Volkswagen,Passat B4,vagon,132,2.8,Gas,yes,1995,6300
Renault,Kangoo,van,256,1.5,Diesel,yes,2005,3300
Mercedes-Benz,C-Class,sedan,300,2,Gas,yes,2000,7450
Mitsubishi,Carisma,sedan,145,1.6,Petrol,no,1997,1850
Mercedes-Benz,Sprinter 313,other,360,2.2,Diesel,yes,2005,14000
Renault,Master,other,226,2.3,Diesel,yes,2012,12850
Toyota,Auris,hatch,30,1.6,Petrol,yes,2014,18300
Volkswagen,Passat B7,sedan,97,1.4,Gas,yes,2012,14700
Volkswagen,Passat B5,sedan,250,2.8,Gas,no,2002,3000
Mercedes-Benz,S 400,sedan,247,4,Diesel,yes,2003,12999
Mercedes-Benz,Vito,van,177,2.2,Diesel,yes,2011,11850
Volkswagen,Passat B7,sedan,128,1.8,Petrol,yes,2013,19500
Mercedes-Benz,E-Class,sedan,69,2,Petrol,yes,2010,20200
Renault,Megane,vagon,189,NA,Diesel,no,2012,5899
Volkswagen,Passat B6,sedan,186,3.2,Petrol,yes,2006,12000
Mercedes-Benz,B 180,van,162,1.8,Diesel,yes,2012,17800
Toyota,Land Cruiser Prado,crossover,154,2.7,Petrol,yes,2005,16800
Mercedes-Benz,Sprinter 313,van,250,2.2,Diesel,yes,2006,10600
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,114999
Renault,Kangoo,hatch,124,1.5,Diesel,yes,2003,4700
Mercedes-Benz,ML 500,crossover,251,5,Gas,yes,2002,20000
Mercedes-Benz,GLE-Class,crossover,1,3,Diesel,yes,2016,104999
Mercedes-Benz,S 400,sedan,198,4,Diesel,yes,2002,9000
BMW,X6,crossover,83,3.5,Petrol,yes,2010,36300
Toyota,Rav 4,crossover,88,2,Petrol,yes,2011,19400
Mercedes-Benz,C-Class,sedan,230,2,Petrol,yes,2001,7700
Mitsubishi,L 200,other,69,2.5,Diesel,yes,2011,17500
BMW,520,sedan,100,2,Petrol,yes,2012,31000
Toyota,Land Cruiser Prado,crossover,1,2.7,Petrol,yes,2015,33715.5
BMW,530,sedan,233,3,Diesel,yes,2003,13500
Renault,Trafic,van,150,2,Diesel,yes,2007,4900
Mercedes-Benz,Vito,sedan,340,2.2,Diesel,yes,2002,7700
Renault,Megane,vagon,175,1.5,Diesel,yes,2012,10900
BMW,525,sedan,303,2.5,Diesel,no,1999,2200
BMW,530,sedan,270,3,Diesel,no,2004,7200
BMW,325,other,114,NA,Other,yes,2008,20500
Toyota,Auris,hatch,87,1.6,Petrol,yes,2008,9150
BMW,328,sedan,10,2.8,Petrol,yes,1989,5900
Mitsubishi,Carisma,hatch,206,1.6,Gas,yes,2001,4800
Volkswagen,Passat B4,vagon,200,1.8,Gas,yes,1996,1500
Volkswagen,Polo,hatch,62,1.2,Diesel,yes,2011,9500
Mercedes-Benz,Vito,van,395,2.3,Diesel,no,1997,3500
Volkswagen,Vento,sedan,300,1.8,Petrol,yes,1996,3650
Mercedes-Benz,GL 350,crossover,160,3,Diesel,yes,2013,63000
Volkswagen,Caddy,van,240,1.9,Diesel,yes,2008,6600
Toyota,Land Cruiser 200,crossover,940,NA,Other,yes,2009,36000
Toyota,Avensis,sedan,185,1.8,Petrol,yes,2007,10200
Volkswagen,Scirocco,hatch,68,1.4,Petrol,yes,2013,19995
Mitsubishi,Lancer X,sedan,56,1.5,Petrol,yes,2011,9800
Mercedes-Benz,S 600,sedan,198,6,Petrol,yes,2004,11200
Volkswagen,Touareg,crossover,117,2.5,Diesel,yes,2006,18000
Mitsubishi,Outlander,crossover,0,2,Petrol,yes,2016,28500
Mitsubishi,Lancer X,sedan,81,2,Petrol,yes,2009,9800
BMW,328,sedan,60,NA,Petrol,yes,2012,33000
Audi,A6,sedan,247,2.5,Diesel,no,2003,3900
Mitsubishi,Outlander,crossover,1,2,Petrol,yes,2016,22711.65
BMW,523,sedan,298,2.5,Petrol,yes,1998,6500
Volkswagen,Golf IV,hatch,300,1.9,Diesel,yes,1999,4999
Renault,Scenic,vagon,176,1.5,Diesel,yes,2011,9100
Mercedes-Benz,220,sedan,319,2.2,Diesel,yes,2003,11000
Volkswagen,Golf V,hatch,159,1.6,Petrol,yes,2007,7200
Mercedes-Benz,Vito,van,191,2.2,Diesel,yes,2007,10900
Volkswagen,Phaeton,sedan,74,4.2,Gas,yes,2011,35000
Mitsubishi,Galant,sedan,134,2.4,Petrol,yes,2009,11500
Mercedes-Benz,Vito,van,154,2.2,Diesel,yes,2007,9999
Audi,A8,sedan,300,2.5,Diesel,no,2001,NA
Renault,Kangoo,other,220,1.5,Diesel,yes,2004,4400
Mitsubishi,Carisma,hatch,367,1.6,Gas,yes,1997,4000
Audi,A5,other,90,3,Petrol,yes,2011,29999
Volkswagen,Caddy,van,65,1.6,Diesel,yes,2012,14800
Mitsubishi,Pajero Sport,crossover,30,2.5,Diesel,yes,2014,5500
BMW,520,sedan,6,2,Petrol,yes,2016,39333
Mitsubishi,Pajero Wagon,crossover,215,3.8,Petrol,yes,2006,17000
Toyota,Camry,sedan,18,2.5,Other,yes,2013,20900
BMW,520,sedan,137,2.2,Petrol,yes,2004,15000
Volkswagen,Golf IV,other,200,1.6,Petrol,no,1999,1850
Renault,Sandero,hatch,47,1.4,Petrol,yes,2012,6900
Volkswagen,Passat B6,sedan,245,2,Diesel,yes,2007,11990
Mercedes-Benz,Viano,van,55,3,Diesel,yes,2011,41000
BMW,520,sedan,5,2,Petrol,yes,2016,42000
Renault,Kangoo,van,128,1.5,Diesel,yes,2012,7700
Volkswagen,T4 (Transporter),van,265,1.9,Diesel,yes,2002,7750
Toyota,Corolla,other,83,1.6,Other,yes,2008,10100
Renault,Kangoo,van,128,1.5,Diesel,yes,2009,7500
BMW,525,sedan,220,2.5,Petrol,no,2002,2700
Mercedes-Benz,CL 63 AMG,other,32,6.3,Petrol,yes,2007,74900
Renault,Scenic,van,200,1.9,Diesel,no,1997,800
Mitsubishi,Pajero Wagon,crossover,89,3.8,Gas,yes,2008,17900
Audi,A6 Allroad,vagon,213,3,Diesel,yes,2010,29000
BMW,X5,crossover,188,3,Diesel,yes,2004,17100
Volkswagen,Touareg,crossover,98,NA,Petrol,yes,2013,33500
Mercedes-Benz,E-Class,sedan,338,3,Diesel,no,1991,1600
Mercedes-Benz,S 430,other,300,4.3,Gas,yes,2001,11777
BMW,523,sedan,299,2.2,Petrol,yes,2001,6699
BMW,530,vagon,240,3,Diesel,no,2001,3900
Volkswagen,Bora,sedan,212,1.6,Petrol,yes,2003,6500
BMW,535,hatch,77,3,Petrol,yes,2012,51500
Renault,Megane,vagon,186,1.5,Diesel,yes,2004,6500
BMW,320,other,191,2.2,Petrol,yes,2002,10800
Audi,A4,vagon,240,2.5,Diesel,no,2000,2450
Volkswagen,T5 (Transporter) ,van,207,2,Diesel,yes,2012,NA
Toyota,Rav 4,crossover,29,2.2,Diesel,yes,2015,28800
Volkswagen,Touareg,crossover,258,2.5,Diesel,no,2004,6900
Toyota,Land Cruiser 200,crossover,810,4.7,Gas,yes,2010,47700
Volkswagen,Caddy,van,75,1.2,Petrol,yes,2012,12700
Toyota,Aygo,hatch,56,1,Gas,yes,2011,7900
BMW,520,sedan,180,2,Other,no,2011,18000
BMW,520,sedan,170,2.2,Petrol,yes,2001,8899
Mercedes-Benz,C-Class,other,0,1.6,Petrol,yes,2016,57000
Mercedes-Benz,210,sedan,535,2.2,Diesel,yes,1995,2100
Audi,A8,sedan,199,3,Petrol,yes,2004,10900
Toyota,Land Cruiser Prado,crossover,50,3,Diesel,yes,2012,42500
BMW,X6,crossover,106,3,Diesel,yes,2012,51900
Renault,Kangoo,van,345,1.9,Diesel,yes,2001,3300
Mercedes-Benz,S 500,other,0,4.7,Petrol,yes,2016,187555
Mercedes-Benz,CLS 350,sedan,159,3.5,Gas,yes,2006,16555
Mercedes-Benz,Vito,van,197,2.2,Diesel,yes,2002,7000
Mercedes-Benz,E-Class,sedan,342,2.6,Petrol,yes,2003,9300
Audi,A4,sedan,85,1.8,Petrol,yes,2007,11500
Mercedes-Benz,ML 320,crossover,314,99.99,Gas,yes,2000,8000
Toyota,Auris,hatch,1,1.6,Petrol,yes,2016,16672.5
Volkswagen,Touareg,crossover,140,3,Diesel,yes,2012,37990
Mercedes-Benz,C-Class,sedan,1,2,Petrol,no,2001,2400
Mercedes-Benz,G 63 AMG,crossover,33,5.5,Petrol,yes,2013,219900
Renault,Kangoo,van,142,1.5,Diesel,yes,2012,7150
Toyota,Rav 4,crossover,289,2,Diesel,no,2003,5000
Mercedes-Benz,E-Class,sedan,390,3,Diesel,no,2007,7700
Mercedes-Benz,ML 320,crossover,190,3.2,Diesel,yes,2008,28500
Toyota,Land Cruiser 200,crossover,100,4.5,Diesel,yes,2013,61000
Toyota,Rav 4,vagon,98,2,Gas,yes,2008,14700
Toyota,Auris,hatch,28,1.6,Petrol,yes,2014,NA
Volkswagen,Phaeton,sedan,107,3,Diesel,yes,2009,21900
Audi,A6 Allroad,crossover,67,3,Petrol,yes,2013,53700
Volkswagen,Touareg,crossover,155,2.5,Diesel,yes,2008,19200
Audi,A6,sedan,136,2,Diesel,yes,2009,18700
Audi,A6,vagon,230,2.5,Diesel,yes,2004,9600
Volkswagen,Multivan,van,312,2.5,Diesel,yes,1998,10500
BMW,750,sedan,8,4.4,Petrol,yes,2014,77777
Volkswagen,Touareg,crossover,179,2.5,Diesel,yes,2007,18200
Audi,A8,other,124,3,Diesel,yes,2012,52000
BMW,318,sedan,122,2,Petrol,yes,2007,13700
BMW,530,vagon,245,3,Gas,yes,2006,15000
Mitsubishi,Lancer,sedan,127,1.6,Petrol,yes,2006,6400
Toyota,Land Cruiser 200,crossover,147,4.5,Diesel,yes,2011,54000
Toyota,Camry,sedan,100,2.5,Gas,yes,2014,23700
Volkswagen,Golf Plus,hatch,104,1.2,Petrol,yes,2012,13950
Toyota,Land Cruiser Prado,crossover,160,4,Petrol,yes,2008,23200
Audi,A6,sedan,450,2.5,Diesel,no,1999,2750
Audi,Q7,crossover,0,3,Diesel,yes,2015,89999
BMW,320,sedan,65,2,Petrol,yes,2012,NA
BMW,X5,crossover,125,3,Petrol,yes,2007,21700
Mercedes-Benz,V 250,van,12,2.2,Diesel,yes,2015,NA
Toyota,Land Cruiser 80,crossover,328,4.2,Diesel,yes,1993,16500
BMW,X5,crossover,85,4.8,Petrol,no,2010,15000
Mercedes-Benz,ML 350,crossover,16,3,Diesel,yes,2013,61500
BMW,320,sedan,200,2,Diesel,no,2003,1700
BMW,520,sedan,352,2.17,Petrol,yes,2001,8500
Toyota,Camry,sedan,250,2.4,Petrol,yes,2003,9999
Audi,A6,vagon,300,2.5,Diesel,no,1999,3300
Volkswagen,Passat CC,other,112,2,Petrol,yes,2012,19900
Renault,Laguna,vagon,160,1.5,Diesel,yes,2011,11300
Toyota,Camry,sedan,149,3.5,Gas,yes,2008,14900
Toyota,Land Cruiser 200,crossover,88,4.5,Diesel,yes,2009,39000
Mercedes-Benz,S 500,sedan,76,6,Petrol,yes,2010,69900
BMW,X6,crossover,16,3,Diesel,yes,2015,72900
Renault,Megane,vagon,185,1.5,Diesel,yes,2011,10500
Mercedes-Benz,S 550,sedan,23,5.5,Petrol,yes,2011,NA
Renault,Megane,vagon,89,1.5,Diesel,yes,2013,13900
Renault,Kangoo,van,131,1.5,Diesel,yes,2013,6800
Mercedes-Benz,Vito,van,270,2.2,Diesel,yes,2004,8500
Volkswagen,Caddy,van,158,2,Diesel,yes,2009,7600
Toyota,Tundra,other,45,4.6,Petrol,yes,2013,30950
Audi,100,sedan,413,2.6,Gas,yes,1993,3990
Audi,A8,sedan,44,6.3,Petrol,yes,2012,68500
Audi,A5,sedan,42,2,Petrol,yes,2013,33500
BMW,740,sedan,193,4.4,Petrol,yes,2000,11500
Toyota,Land Cruiser Prado,crossover,153,4,Petrol,yes,2007,24999
Audi,A4,sedan,250,2.5,Diesel,no,1999,1850
Mercedes-Benz,ML 250,crossover,55,2.2,Diesel,no,2013,29500
Mercedes-Benz,CLS 500,sedan,43,4.7,Petrol,yes,2012,57000
Audi,A5,hatch,195,3,Diesel,yes,2010,30900
Toyota,Rav 4,crossover,150,2,Petrol,yes,2000,7000
Volkswagen,Caddy,van,170,1.6,Diesel,yes,2013,8950
Mitsubishi,L 200,crossover,1,2.5,Diesel,yes,2007,2500
Renault,Megane,other,141,1.5,Other,yes,2012,8350
BMW,530,sedan,206,3,Petrol,yes,2003,11400
Renault,Trafic,van,322,NA,Diesel,yes,2001,6200
Volkswagen,Passat B5,sedan,280,2.5,Diesel,no,2000,2600
Mercedes-Benz,C-Class,sedan,219,2,Petrol,yes,2000,7450
Audi,A6,sedan,255,2.5,Diesel,yes,2002,9499
Toyota,Camry,sedan,106,2.4,Petrol,yes,2008,14900
Volkswagen,Caravelle,van,265,2.5,Diesel,no,2007,8200
Mercedes-Benz,S 320,sedan,208,3.2,Diesel,yes,2004,12500
Toyota,Camry,sedan,127,2.4,Gas,yes,2008,14500
BMW,X6,crossover,80,3,Petrol,yes,2012,41000
Volkswagen,Polo,sedan,73,1.6,Gas,yes,2011,12000
Mercedes-Benz,E-Class,sedan,230,2.7,Diesel,no,2005,5600
Mercedes-Benz,CLK 320,other,220,3.2,Petrol,no,2004,5200
BMW,530,sedan,299,NA,Diesel,no,2000,2999
